filename,ground_truth,prediction,confidences
ADNI_009_S_4324_MR_MPRAGE_br_raw_20121114162609053_71_S174627_I346697.nii.gz,T1,T1,4.21;95.79
ADNI_041_S_4143_MR_MPRAGE_br_raw_20120905085855684_42_S166039_I330192.nii.gz,T1,T1,4.63;95.37
ADNI_003_S_1057_MR_MPRAGE_br_raw_20071024103335026_97_S41854_I78403.nii.gz,T1,T1,13.25;86.75
ADNI_036_S_4562_MR_MPRAGE_br_raw_20121010144434513_3_S170366_I339371.nii.gz,T1,T1,6.78;93.22
ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20070705105734586_1_S34404_I58522.nii.gz,PD,PD,93.89;6.11
ADNI_023_S_4502_MR_MPRAGE_br_raw_20121026125748053_39_S172393_I342722.nii.gz,T1,T1,5.95;94.05
ADNI_009_S_4324_MR_MPRAGE_br_raw_20111116230527734_63_S129810_I267163.nii.gz,T1,T1,4.56;95.44
ADNI_137_S_0366_MR_Axial_PD_T2_FSE__br_raw_20060510153758470_1_S14202_I14919.nii.gz,PD,PD,89.32;10.68
ADNI_019_S_5019_MR_MPRAGE_br_raw_20130515161809280_66_S189496_I372477.nii.gz,T1,T1,13.80;86.20
ADNI_053_S_0507_MR_MPRAGE_br_raw_20071127133956046_86_S43019_I83428.nii.gz,T1,T1,8.13;91.87
ADNI_027_S_1385_MR_Axial_PD_T2_FSE__br_raw_20070314200227905_1_S28131_I44776.nii.gz,PD,PD,77.08;22.92
ADNI_099_S_4480_MR_MPRAGE_br_raw_20120217071401436_134_S141072_I285329.nii.gz,T1,T1,5.81;94.19
ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20080115141226375_1_S44565_I87422.nii.gz,PD,PD,70.24;29.76
ADNI_072_S_4941_MR_MPRAGE_br_raw_20121011131217973_33_S170468_I339522.nii.gz,T1,T1,4.22;95.78
ADNI_031_S_0830_MR_FSE_PD_T2__br_raw_20060913152724140_1_S18848_I24283.nii.gz,PD,PD,97.50;2.50
ADNI_072_S_4226_MR_MPRAGE_br_raw_20110926095426702_145_S123327_I257895.nii.gz,T1,T1,6.23;93.77
ADNI_128_S_4599_MR_MPRAGE_br_raw_20120319091450950_142_S144117_I290869.nii.gz,T1,T1,5.62;94.38
ADNI_073_S_0652_MR_MPRAGE_br_raw_20061128112810164_98_S22998_I30649.nii.gz,T1,T1,14.42;85.58
ADNI_037_S_4146_MR_MPRAGE_br_raw_20120322084148267_143_S144461_I291608.nii.gz,T1,T1,4.38;95.62
ADNI_032_S_0147_MR____________mprage__br_raw_20070221182552162_1_S26881_I41232.nii.gz,T1,T1,8.78;91.22
ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20080424153525958_1_S49264_I103909.nii.gz,PD,PD,92.54;7.46
ADNI_131_S_0319_MR_Axial_PD_T2_FSE__br_raw_20060321155657259_1_S12321_I12193.nii.gz,PD,PD,74.66;25.34
ADNI_067_S_4310_MR_MPRAGE_br_raw_20131111134750864_24_S205916_I397980.nii.gz,T1,T1,3.94;96.06
ADNI_021_S_0753_MR_Axial_PD_T2_FSE__br_raw_20081008145553093_19_S57133_I119752.nii.gz,PD,PD,94.97;5.03
ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20060926174640754_1_S19339_I25090.nii.gz,PD,PD,72.00;28.00
ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20080425135341767_1_S49318_I103998.nii.gz,PD,PD,64.29;35.71
ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20061208111655496_1_S23653_I32260.nii.gz,PD,PD,80.55;19.45
ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20080929184804848_1_S56794_I118539.nii.gz,PD,PD,67.44;32.56
ADNI_128_S_0200_MR_MPRAGE_br_raw_20060914213729373_1_S18928_I24431.nii.gz,T1,T1,16.60;83.40
ADNI_130_S_0102_MR_Axial_PD_T2_FSE__br_raw_20060103135000234_1_S10745_I9708.nii.gz,PD,PD,71.67;28.33
ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20070212165059309_1_S26397_I39560.nii.gz,PD,PD,73.40;26.60
ADNI_073_S_4360_MR_MPRAGE_br_raw_20130227191348310_73_S183342_I361561.nii.gz,T1,T1,7.98;92.02
ADNI_041_S_4513_MR_MPRAGE_br_raw_20130301141049160_57_S183537_I361812.nii.gz,T1,T1,3.79;96.21
ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20090714145531016_1_S69983_I148976.nii.gz,PD,PD,70.42;29.58
ADNI_116_S_4199_MR_MPRAGE_br_raw_20120321143647718_138_S144453_I291540.nii.gz,T1,T1,4.15;95.85
ADNI_024_S_4169_MR_MPRAGE_br_raw_20120229173221190_86_S142152_I287239.nii.gz,T1,T1,10.01;89.99
ADNI_011_S_2274_MR_MPRAGE_br_raw_20110505140341975_54_S108102_I233439.nii.gz,T1,T1,5.41;94.59
ADNI_072_S_4465_MR_MPRAGE_br_raw_20161001105627992_174_S503212_I780832.nii.gz,T1,T1,4.30;95.70
ADNI_020_S_4920_MR_MPRAGE_br_raw_20121221094956230_109_S178485_I352681.nii.gz,T1,T1,7.87;92.13
ADNI_072_S_4769_MR_MPRAGE_br_raw_20121018091428761_168_S171340_I340968.nii.gz,T1,T1,5.72;94.28
ADNI_133_S_0727_MR_Axial_PD_T2_FSE__br_raw_20060907170950885_1_S18618_I23938.nii.gz,PD,PD,70.38;29.62
ADNI_068_S_2187_MR_MPRAGE_br_raw_20110627132011728_88_S112609_I241819.nii.gz,T1,T1,5.79;94.21
ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20060726085037577_95_S17250_I19635.nii.gz,PD,PD,94.49;5.51
ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20070530073402206_1_S32744_I55412.nii.gz,PD,PD,77.89;22.11
ADNI_133_S_0913_MR_MPRAGE_br_raw_20080724144950671_1_S54090_I114262.nii.gz,T1,T1,2.30;97.70
ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20071214161204654_1_S43875_I85061.nii.gz,PD,PD,98.00;2.00
ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20070704162918999_1_S34388_I58494.nii.gz,PD,PD,65.52;34.48
ADNI_072_S_4941_MR_MPRAGE_br_raw_20150506151003087_68_S257843_I489877.nii.gz,T1,T1,3.89;96.11
ADNI_013_S_2389_MR_MPRAGE_br_raw_20110920161639189_36_S122818_I257110.nii.gz,T1,T1,10.35;89.65
ADNI_094_S_1027_MR_Axial__STRAIGHT__PD_T2_FSE_br_raw_20070515142121580_1_S32271_I54465.nii.gz,PD,PD,64.51;35.49
ADNI_011_S_0022_MR_MPRAGE_br_raw_20051012135455195_1_S9616_I7721.nii.gz,T1,T1,10.62;89.38
ADNI_137_S_4623_MR_MPRAGE_br_raw_20120404113818340_130_S146005_I295426.nii.gz,T1,T1,10.18;89.82
ADNI_072_S_2027_MR_MPRAGE_br_raw_20100722144412950_1_S89417_I185624.nii.gz,T1,T1,4.32;95.68
ADNI_036_S_4714_MR_MPRAGE_br_raw_20120730164113034_77_S158965_I319663.nii.gz,T1,T1,7.32;92.68
ADNI_036_S_4714_MR_MPRAGE_br_raw_20120522093218949_31_S150197_I303274.nii.gz,T1,T1,6.89;93.11
ADNI_094_S_1027_MR_Axial_PD_T2_FSE__br_raw_20061027105638952_1_S21206_I27722.nii.gz,PD,PD,63.12;36.88
ADNI_021_S_0231_MR_Axial_PD_T2_FSE__br_raw_20070920100518863_35_S39501_I73824.nii.gz,PD,PD,93.92;6.08
ADNI_116_S_1249_MR_FSE_PD_T2__br_raw_20070208112343796_1_S26085_I38469.nii.gz,PD,PD,88.53;11.47
ADNI_133_S_0913_MR_Axial_PD_T2_FSE__br_raw_20070104122651553_1_S24644_I35169.nii.gz,PD,PD,71.65;28.35
ADNI_130_S_0449_MR_Axial_PD_T2_FSE__br_raw_20140724182016099_49_S225860_I436757.nii.gz,PD,PD,75.82;24.18
ADNI_009_S_1030_MR_Axial_PD_T2_FSE__br_raw_20091109172927611_1_S75992_I158469.nii.gz,PD,PD,95.76;4.24
ADNI_073_S_4795_MR_MPRAGE_br_raw_20120606151852821_163_S153047_I308459.nii.gz,T1,T1,5.96;94.04
ADNI_072_S_4769_MR_MPRAGE_br_raw_20140724122456758_173_S225769_I436601.nii.gz,T1,T1,4.50;95.50
ADNI_067_S_1253_MR_MPRAGE_br_raw_20070403120122650_98_S29241_I47973.nii.gz,T1,T1,4.46;95.54
ADNI_041_S_4874_MR_MPRAGE_br_raw_20130820114620886_36_S198247_I386092.nii.gz,T1,T1,5.57;94.43
ADNI_041_S_4271_MR_MPRAGE_br_raw_20131017074024025_99_S204057_I394728.nii.gz,T1,T1,4.78;95.22
ADNI_027_S_1082_MR_Axial_PD_T2_FSE__br_raw_20070606150505653_1_S33127_I56167.nii.gz,PD,PD,79.33;20.67
ADNI_033_S_0733_MR_MPRAGE_br_raw_20070216142542884_98_S26652_I40627.nii.gz,T1,T1,2.64;97.36
ADNI_023_S_4448_MR_MPRAGE_br_raw_20130301095403710_136_S183430_I361686.nii.gz,T1,T1,6.48;93.52
ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20101104125932265_45_S94274_I202610.nii.gz,PD,PD,83.12;16.88
ADNI_072_S_2027_MR_MPRAGE_br_raw_20120809154153691_149_S160419_I322985.nii.gz,T1,T1,4.66;95.34
ADNI_941_S_4187_MR_MPRAGE_br_raw_20120229162202283_139_S142109_I287138.nii.gz,T1,T1,2.87;97.13
ADNI_067_S_1253_MR_MPRAGE_br_raw_20070306140415638_98_S27559_I42887.nii.gz,T1,T1,12.01;87.99
ADNI_037_S_0588_MR_FSE_PD_T2__br_raw_20061208092733739_1_S23600_I32148.nii.gz,PD,PD,94.86;5.14
ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20080721130224267_25_S53685_I113607.nii.gz,PD,PD,71.58;28.42
ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20061121094750482_1_S22731_I30209.nii.gz,PD,PD,76.02;23.98
ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20060814140706303_1_S17815_I20486.nii.gz,PD,PD,80.06;19.94
ADNI_072_S_4465_MR_MPRAGE_br_raw_20130213162443344_18_S182160_I358981.nii.gz,T1,T1,4.66;95.34
ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20070529145812869_73_S32732_I55393.nii.gz,PD,PD,96.00;4.00
ADNI_053_S_0507_MR_Axial_PD_T2_FSE__br_raw_20080612100408765_1_S51483_I109315.nii.gz,PD,PD,70.66;29.34
ADNI_094_S_1417_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20100915132630274_19_S92132_I192830.nii.gz,PD,PD,75.02;24.98
ADNI_067_S_2304_MR_MPRAGE_br_raw_20110224103419715_155_S100454_I219904.nii.gz,T1,T1,5.30;94.70
ADNI_002_S_2010_MR_MPRAGE_br_raw_20101022214823527_109_S93650_I199147.nii.gz,T1,T1,10.51;89.49
ADNI_041_S_4989_MR_MPRAGE_br_raw_20131028093019106_41_S204928_I396060.nii.gz,T1,T1,8.31;91.69
ADNI_072_S_2027_MR_MPRAGE_br_raw_20110822120616957_61_S119850_I252038.nii.gz,T1,T1,5.11;94.89
ADNI_072_S_2093_MR_MPRAGE_br_raw_20150506123126939_5_S257749_I489768.nii.gz,T1,T1,7.07;92.93
ADNI_016_S_1263_MR_MPRAGE_br_raw_20070301130540411_98_S27304_I42082.nii.gz,T1,T1,15.15;84.85
ADNI_941_S_4187_MR_MPRAGE_br_raw_20130911142431936_4_S200331_I389469.nii.gz,T1,T1,3.78;96.22
ADNI_037_S_4706_MR_MPRAGE_br_raw_20130508105152860_29_S188861_I371504.nii.gz,T1,T1,3.94;96.06
ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20100114163531511_5_S78482_I163763.nii.gz,PD,PD,71.14;28.86
ADNI_073_S_1207_MR_MPRAGE_br_raw_20070220153112593_98_S26777_I41074.nii.gz,T1,T1,14.27;85.73
ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20070103121005010_1_S24609_I35114.nii.gz,PD,PD,87.13;12.87
ADNI_011_S_0022_MR_MPRAGE_br_raw_20061024105050974_1_S20819_I27231.nii.gz,T1,T1,10.52;89.48
ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20060615131558245_1_S15549_I17031.nii.gz,PD,PD,92.81;7.19
ADNI_137_S_4852_MR_MPRAGE_br_raw_20130321074157028_89_S184829_I363856.nii.gz,T1,T1,7.31;92.69
ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20080505110246234_51_S49627_I104613.nii.gz,PD,PD,69.48;30.52
ADNI_033_S_0922_MR_Axial_PD_T2_FSE__br_raw_20070430133736000_1_S31134_I52241.nii.gz,PD,PD,62.88;37.12
ADNI_031_S_4024_MR_MPRAGE_br_raw_20111031124445941_133_S127381_I263857.nii.gz,T1,T1,11.64;88.36
ADNI_036_S_0672_MR_MPRAGE_br_raw_20080811183542864_1_S55246_I115896.nii.gz,T1,T1,12.47;87.53
ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20100114163522268_3_S78483_I163764.nii.gz,PD,PD,67.12;32.88
ADNI_094_S_1397_MR_Axial_STRAIGHT_PD_T2_FSE_br_raw_20071120143308278_1_S42908_I82871.nii.gz,PD,PD,68.25;31.75
ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20070827114325887_1_S38409_I70346.nii.gz,PD,PD,94.23;5.77
ADNI_131_S_5138_MR_MPRAGE_br_raw_20130710120123915_8_S194402_I379704.nii.gz,T1,T1,16.95;83.05
ADNI_067_S_1253_MR_MPRAGE_br_raw_20070918083354698_98_S39391_I73477.nii.gz,T1,T1,14.61;85.39
ADNI_041_S_4271_MR_MPRAGE_br_raw_20121022135116245_124_S171629_I341559.nii.gz,T1,T1,5.40;94.60
ADNI_114_S_2392_MR_MPRAGE_br_raw_20111203142405552_171_S131684_I269730.nii.gz,T1,T1,7.06;92.94
ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20070226123125878_1_S27109_I41613.nii.gz,PD,PD,97.50;2.50
ADNI_032_S_5289_MR_MPRAGE_br_raw_20131016151917586_23_S204015_I394658.nii.gz,T1,T1,5.55;94.45
ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20070606103049227_1_S33068_I56076.nii.gz,PD,PD,74.54;25.46
ADNI_033_S_5087_MR_MPRAGE_br_raw_20130524114449696_140_S190476_I373785.nii.gz,T1,T1,4.57;95.43
ADNI_109_S_1343_MR_MPRAGE_br_raw_20070323134029069_1_S28820_I46508.nii.gz,T1,T1,14.91;85.09
ADNI_128_S_2123_MR_MPRAGE_br_raw_20101026163320894_94_S93738_I199265.nii.gz,T1,T1,6.78;93.22
ADNI_011_S_0856_MR_MPRAGE_br_raw_20081002093141309_1_S56926_I118964.nii.gz,T1,T1,9.52;90.48
ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20070508122048428_1_S31891_I53771.nii.gz,PD,PD,86.24;13.76
ADNI_052_S_0671_MR_Axial_PD_T2_FSE__br_raw_20070119145941059_1_S25299_I36831.nii.gz,PD,PD,69.67;30.33
ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20080214105807800_1_S45679_I90386.nii.gz,PD,PD,70.30;29.70
ADNI_012_S_0689_MR_MPRAGE_br_raw_20070111081429250_1_S24939_I35973.nii.gz,T1,T1,14.34;85.66
ADNI_137_S_4623_MR_MPRAGE_br_raw_20130513135204043_23_S189200_I372101.nii.gz,T1,T1,12.09;87.91
ADNI_011_S_0022_MR_MPRAGE_br_raw_20060606105324300_1_S15232_I16534.nii.gz,T1,T1,10.46;89.54
ADNI_031_S_4042_MR_MPRAGE_br_raw_20110516160224171_12_S109059_I235235.nii.gz,T1,T1,16.46;83.54
ADNI_003_S_0908_MR_MPRAGE_br_raw_20070522102630180_101_S32516_I54988.nii.gz,T1,T1,13.07;86.93
ADNI_033_S_0513_MR_Axial_PD_T2_FSE__br_raw_20080529141041640_1_S50759_I107769.nii.gz,PD,PD,76.52;23.48
ADNI_073_S_4259_MR_MPRAGE_br_raw_20121210121419802_141_S176943_I350413.nii.gz,T1,T1,5.00;95.00
ADNI_130_S_0956_MR_Axial_PD_T2_FSE__br_raw_20061022182816688_1_S20666_I27031.nii.gz,PD,PD,86.63;13.37
ADNI_033_S_0733_MR_MPRAGE_br_raw_20060821115745455_98_S18048_I21947.nii.gz,T1,T1,3.28;96.72
ADNI_005_S_0221_MR_Axial_PD_T2_FSE__br_raw_20070320145351422_1_S28458_I45702.nii.gz,PD,PD,87.62;12.38
ADNI_137_S_0994_MR_MPRAGE_br_raw_20121114131655021_169_S174512_I346548.nii.gz,T1,T1,7.79;92.21
ADNI_133_S_0913_MR_MPRAGE_br_raw_20070118145021179_1_S25233_I36702.nii.gz,T1,T1,2.31;97.69
ADNI_009_S_4741_MR_MPRAGE_br_raw_20130725144644450_14_S196458_I382492.nii.gz,T1,T1,3.93;96.07
ADNI_073_S_4259_MR_MPRAGE_br_raw_20120127133139195_86_S138743_I281109.nii.gz,T1,T1,5.32;94.68
ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20080407153320627_1_S48328_I101190.nii.gz,PD,PD,75.12;24.88
ADNI_002_S_1280_MR_Axial_PD_T2_FSE__br_raw_20070213212826831_1_S26451_I40081.nii.gz,PD,PD,61.45;38.55
ADNI_053_S_1044_MR_Axial_PD_T2_FSE__br_raw_20070611161144984_1_S33447_I56738.nii.gz,PD,PD,90.05;9.95
ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20090622123356531_1_S69083_I146579.nii.gz,PD,PD,78.45;21.55
ADNI_014_S_4079_MR_MPRAGE_br_raw_20110922132000457_26_S123018_I257454.nii.gz,T1,T1,5.61;94.39
ADNI_011_S_2274_MR_MPRAGE_br_raw_20110819154214417_23_S119770_I251937.nii.gz,T1,T1,5.99;94.01
ADNI_136_S_0874_MR_Axial_PD_T2_FSE__br_raw_20070605152015052_1_S33046_I55986.nii.gz,PD,PD,76.95;23.05
ADNI_127_S_1427_MR_Axial_PD_T2_FSE__br_raw_20070821105852680_1_S37932_I69354.nii.gz,PD,PD,66.68;33.32
ADNI_073_S_4552_MR_MPRAGE_br_raw_20130423135748598_4_S187757_I368465.nii.gz,T1,T1,3.99;96.01
ADNI_031_S_4024_MR_MPRAGE_br_raw_20120417144644539_160_S147390_I297848.nii.gz,T1,T1,9.74;90.26
ADNI_053_S_0919_MR_Axial_PD_T2_FSE__br_raw_20061019154812933_1_S20421_I26737.nii.gz,PD,PD,86.76;13.24
ADNI_033_S_1279_MR_Axial_PD_T2_FSE__br_raw_20080303095720406_1_S46507_I94994.nii.gz,PD,PD,70.52;29.48
ADNI_031_S_4029_MR_MPRAGE_br_raw_20110428120258332_12_S105514_I229510.nii.gz,T1,T1,15.52;84.48
ADNI_023_S_4502_MR_MPRAGE_br_raw_20120306170516346_176_S142877_I288461.nii.gz,T1,T1,6.06;93.94
ADNI_067_S_2304_MR_MPRAGE_br_raw_20120301151926068_157_S142256_I287405.nii.gz,T1,T1,5.77;94.23
ADNI_020_S_1288_MR_MPRAGE_br_raw_20070314125122828_63_S28081_I44672.nii.gz,T1,T1,3.55;96.45
ADNI_012_S_4094_MR_MPRAGE_br_raw_20120125140342562_1_S138470_I280647.nii.gz,T1,T1,11.26;88.74
ADNI_068_S_2187_MR_MPRAGE_br_raw_20110222150748297_171_S100273_I219045.nii.gz,T1,T1,6.03;93.97
ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20071030154807644_95_S42049_I79680.nii.gz,PD,PD,87.22;12.78
ADNI_130_S_0969_MR_Axial_PD_T2_FSE__br_raw_20061019144433075_25_S20383_I26687.nii.gz,PD,PD,61.51;38.49
ADNI_014_S_4079_MR_MPRAGE_br_raw_20110616135301981_156_S111787_I240513.nii.gz,T1,T1,5.81;94.19
ADNI_130_S_4982_MR_MPRAGE_br_raw_20130429175836003_162_S188331_I369298.nii.gz,T1,T1,12.20;87.80
ADNI_029_S_0871_MR_Axial_PD_T2_FSE__br_raw_20061219112501781_1_S24245_I33716.nii.gz,PD,PD,75.46;24.54
ADNI_035_S_2074_MR_MPRAGE_br_raw_20101123103549001_86_S95156_I206273.nii.gz,T1,T1,3.48;96.52
ADNI_013_S_4236_MR_MPRAGE_br_raw_20111017153716788_164_S125458_I261159.nii.gz,T1,T1,9.41;90.59
ADNI_099_S_4480_MR_MPRAGE_br_raw_20120905080724362_17_S166054_I330216.nii.gz,T1,T1,6.17;93.83
ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20070625175105515_15_S34005_I57734.nii.gz,PD,PD,75.97;24.03
ADNI_130_S_4997_MR_MPRAGE_br_raw_20121120141641968_22_S175145_I347410.nii.gz,T1,T1,13.14;86.86
ADNI_037_S_4432_MR_MPRAGE_br_raw_20120201145342324_113_S139251_I282045.nii.gz,T1,T1,8.69;91.31
ADNI_037_S_4706_MR_MPRAGE_br_raw_20121105131930553_152_S173236_I343897.nii.gz,T1,T1,4.83;95.17
ADNI_016_S_0769_MR_MPRAGE_br_raw_20070911101517448_154_S17720_I20362.nii.gz,T1,T1,10.95;89.05
ADNI_020_S_1288_MR_MPRAGE_br_raw_20100313093708625_78_S81078_I167858.nii.gz,T1,T1,10.52;89.48
ADNI_123_S_4806_MR_MPRAGE_br_raw_20130115145151150_28_S180211_I355103.nii.gz,T1,T1,4.09;95.91
ADNI_067_S_4072_MR_MPRAGE_br_raw_20120713115342682_118_S157550_I316253.nii.gz,T1,T1,6.17;93.83
ADNI_041_S_4271_MR_MPRAGE_br_raw_20120124134836730_105_S138269_I280272.nii.gz,T1,T1,6.42;93.58
ADNI_003_S_0908_MR_MPRAGE_br_raw_20080225165642255_98_S46187_I92660.nii.gz,T1,T1,10.75;89.25
ADNI_041_S_4874_MR_MPRAGE_br_raw_20130306163444190_89_S183787_I362185.nii.gz,T1,T1,4.60;95.40
ADNI_127_S_1427_MR_Axial_PD_T2_FSE__br_raw_20080905102023852_1_S56225_I117509.nii.gz,PD,PD,71.72;28.28
ADNI_012_S_4094_MR_MPRAGE_br_raw_20110708124142124_10_S114032_I243881.nii.gz,T1,T1,11.67;88.33
ADNI_073_S_4216_MR_MPRAGE_br_raw_20151009150414371_94_S284190_I524274.nii.gz,T1,T1,3.69;96.31
ADNI_013_S_4268_MR_MPRAGE_br_raw_20111102113957291_58_S127831_I264420.nii.gz,T1,T1,15.88;84.12
ADNI_005_S_0221_MR_Axial_PD_T2_FSE__br_raw_20080424162928270_1_S49278_I103933.nii.gz,PD,T1,47.56;52.44
ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20070531084507104_1_S32856_I55617.nii.gz,PD,PD,75.01;24.99
ADNI_006_S_0484_MR_Axial_PD_T2_FSE__br_raw_20060622091006656_95_S15772_I17375.nii.gz,PD,PD,57.95;42.05
ADNI_036_S_2378_MR_MPRAGE_br_raw_20150810143859930_112_S268460_I504710.nii.gz,T1,T1,4.79;95.21
ADNI_051_S_1072_MR_MPRAGE_br_raw_20070917153141707_95_S39334_I73381.nii.gz,T1,T1,5.91;94.09
ADNI_041_S_0679_MR_MPRAGE_br_raw_20070814092203359_98_S37276_I67547.nii.gz,T1,T1,12.84;87.16
ADNI_035_S_4085_MR_MPRAGE_br_raw_20110707140147805_134_S113977_I243803.nii.gz,T1,T1,6.57;93.43
ADNI_020_S_4920_MR_MPRAGE_br_raw_20121207145620168_2_S167565_I334258.nii.gz,T1,T1,7.18;92.82
ADNI_053_S_0507_MR_MPRAGE_br_raw_20080612092754828_86_S51463_I109282.nii.gz,T1,T1,7.74;92.26
ADNI_041_S_4989_MR_MPRAGE_br_raw_20141112084239671_1_S236494_I453212.nii.gz,T1,T1,7.53;92.47
ADNI_016_S_1121_MR_MPRAGE_br_raw_20081222145750472_137_S61064_I132087.nii.gz,T1,T1,14.38;85.62
ADNI_123_S_4127_MR_MPRAGE_br_raw_20120215152125698_5_S140907_I285019.nii.gz,T1,T1,11.07;88.93
ADNI_128_S_2123_MR_MPRAGE_br_raw_20111221103432368_88_S134342_I273742.nii.gz,T1,T1,6.72;93.28
ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20070212160446322_1_S26380_I39501.nii.gz,PD,T1,48.51;51.49
ADNI_114_S_0410_MR_MPRAGE_br_raw_20060418104549908_98_S13289_I13595.nii.gz,T1,T1,17.04;82.96
ADNI_037_S_4028_MR_MPRAGE_br_raw_20111115145326551_45_S116844_I247840.nii.gz,T1,T1,8.38;91.62
ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20060928134907462_1_S19470_I25302.nii.gz,PD,PD,74.36;25.64
ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20100722173740049_17_S89462_I186072.nii.gz,PD,PD,72.64;27.36
ADNI_035_S_2074_MR_MPRAGE_br_raw_20121210110616388_95_S176874_I350290.nii.gz,T1,T1,3.40;96.60
ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20080731122255753_1_S54551_I114942.nii.gz,PD,PD,86.35;13.65
ADNI_072_S_2070_MR_MPRAGE_br_raw_20101217105513485_173_S96709_I209014.nii.gz,T1,T1,7.10;92.90
ADNI_128_S_4607_MR_MPRAGE_br_raw_20120326110850912_176_S144704_I293375.nii.gz,T1,T1,6.26;93.74
ADNI_067_S_0029_MR_MPRAGE_br_raw_20060525142050231_63_S14925_I16031.nii.gz,T1,T1,12.52;87.48
ADNI_020_S_4619_MR_MPRAGE_br_raw_20120419073120435_94_S147630_I298388.nii.gz,T1,T1,5.66;94.34
ADNI_002_S_2073_MR_MPRAGE_br_raw_20100908060239351_35_S91784_I192256.nii.gz,T1,T1,12.94;87.06
ADNI_041_S_0679_MR_MPRAGE_br_raw_20070209155420484_98_S26256_I39044.nii.gz,T1,T1,13.37;86.63
ADNI_073_S_5016_MR_MPRAGE_br_raw_20121025143537810_122_S172362_I342679.nii.gz,T1,T1,9.15;90.85
ADNI_041_S_4143_MR_MPRAGE_br_raw_20110729115217862_11_S116735_I247654.nii.gz,T1,T1,4.26;95.74
ADNI_031_S_4029_MR_MPRAGE_br_raw_20111110170910078_119_S128917_I265965.nii.gz,T1,T1,14.38;85.62
ADNI_116_S_4199_MR_MPRAGE_br_raw_20110825135128784_131_S120348_I252816.nii.gz,T1,T1,3.91;96.09
ADNI_009_S_4564_MR_MPRAGE_br_raw_20120312094555037_80_S143615_I289790.nii.gz,T1,T1,5.66;94.34
ADNI_094_S_1402_MR_Axial_PD_T2_FSE__br_raw_20080523105810564_1_S50487_I106641.nii.gz,PD,PD,84.78;15.22
ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20060815202411132_9_S17901_I20614.nii.gz,PD,PD,70.39;29.61
ADNI_020_S_1288_MR_MPRAGE_br_raw_20090325131407718_1_S65063_I139834.nii.gz,T1,T1,11.78;88.22
ADNI_006_S_4960_MR_MPRAGE_br_raw_20151116142110440_87_S308849_I554367.nii.gz,T1,T1,18.68;81.32
ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20080625142623335_1_S51819_I110069.nii.gz,PD,PD,66.60;33.40
ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20071005130413956_63_S41007_I76866.nii.gz,PD,PD,96.05;3.95
ADNI_016_S_0769_MR_MPRAGE_br_raw_20140707164802278_135_S224362_I434606.nii.gz,T1,T1,10.80;89.20
ADNI_036_S_4562_MR_MPRAGE_br_raw_20120713100218856_107_S157519_I316201.nii.gz,T1,T1,6.59;93.41
